Customer_Index,Cluster,Churn_Probability,Recommendations
2610,3,0.0334,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2611,3,0.0276,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2612,0,0.8091,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
2613,3,0.4897,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2614,3,0.029,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2615,3,0.2364,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2616,0,0.6436,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
2617,3,0.1786,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2618,3,0.6256,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2619,2,0.0714,Stay connected with loyalty offers
2620,0,0.765,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2621,3,0.7581,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2622,2,0.0763,Provide personalized pricing / bundle offers
2623,3,0.126,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2624,3,0.8453,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2625,3,0.2872,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2626,3,0.0445,Promote yearly subscription plans | Recommend bundled services to increase value
2627,1,0.1137,Stay connected with loyalty offers
2628,0,0.8758,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2629,1,0.6814,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2630,3,0.5481,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2631,2,0.1338,Provide personalized pricing / bundle offers
2632,1,0.2684,Provide personalized pricing / bundle offers
2633,3,0.1489,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2634,0,0.1883,Promote yearly subscription plans
2635,3,0.0504,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2636,2,0.0472,Provide personalized pricing / bundle offers
2637,3,0.0356,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2638,2,0.0366,Provide personalized pricing / bundle offers
2639,0,0.7636,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
2640,1,0.5722,Provide personalized pricing / bundle offers | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2641,3,0.1118,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2642,3,0.282,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2643,3,0.0753,Provide onboarding support & welcome discount
2644,2,0.3537,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2645,1,0.1236,Stay connected with loyalty offers
2646,3,0.6341,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2647,3,0.1272,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2648,3,0.3224,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2649,2,0.2805,Provide personalized pricing / bundle offers
2650,3,0.084,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2651,3,0.1658,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2652,2,0.3147,Provide personalized pricing / bundle offers
2653,3,0.265,Promote yearly subscription plans | Recommend bundled services to increase value
2654,0,0.3399,Promote yearly subscription plans | Provide onboarding support & welcome discount
2655,3,0.0724,Stay connected with loyalty offers
2656,3,0.034,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2657,0,0.6471,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2658,1,0.0703,Stay connected with loyalty offers
2659,0,0.0844,Stay connected with loyalty offers
2660,3,0.511,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2661,2,0.1493,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2662,3,0.1727,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2663,1,0.1715,Stay connected with loyalty offers
2664,3,0.6294,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2665,3,0.0469,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2666,2,0.8231,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2667,3,0.0055,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2668,3,0.0971,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2669,1,0.384,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2670,3,0.7591,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2671,2,0.3582,Provide personalized pricing / bundle offers
2672,0,0.2224,Stay connected with loyalty offers
2673,1,0.0241,Stay connected with loyalty offers
2674,2,0.0331,Provide personalized pricing / bundle offers
2675,1,0.2363,Stay connected with loyalty offers
2676,0,0.9466,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2677,0,0.4618,Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2678,1,0.0511,Provide personalized pricing / bundle offers
2679,3,0.3202,Promote yearly subscription plans | Provide onboarding support & welcome discount
2680,3,0.1734,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2681,3,0.0845,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2682,2,0.206,Provide personalized pricing / bundle offers
2683,3,0.1046,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2684,0,0.8566,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2685,2,0.2287,Provide personalized pricing / bundle offers
2686,3,0.0444,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2687,3,0.0338,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2688,3,0.3571,Promote yearly subscription plans | Recommend bundled services to increase value
2689,1,0.0442,Stay connected with loyalty offers
2690,2,0.0486,Provide personalized pricing / bundle offers
2691,0,0.8236,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2692,1,0.0783,Stay connected with loyalty offers
2693,3,0.2168,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2694,1,0.2869,Provide personalized pricing / bundle offers
2695,2,0.2147,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2696,2,0.0801,Stay connected with loyalty offers
2697,3,0.5095,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2698,2,0.2414,Provide personalized pricing / bundle offers
2699,1,0.1494,Stay connected with loyalty offers
2700,3,0.4716,Promote yearly subscription plans | Recommend bundled services to increase value
2701,1,0.0902,Stay connected with loyalty offers
2702,3,0.4101,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2703,0,0.6049,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
2704,3,0.0109,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2705,3,0.1209,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2706,1,0.1645,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2707,2,0.1809,Provide personalized pricing / bundle offers
2708,3,0.0051,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2709,3,0.0046,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2710,0,0.2174,Promote yearly subscription plans | Provide onboarding support & welcome discount
2711,3,0.1174,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2712,2,0.0563,Provide personalized pricing / bundle offers
2713,3,0.1502,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2714,3,0.4044,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2715,3,0.4751,Promote yearly subscription plans
2716,1,0.5633,Promote yearly subscription plans | Recommend bundled services to increase value
2717,3,0.1205,Recommend bundled services to increase value
2718,0,0.8833,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Promote Online Security + Tech Support package
2719,3,0.5795,Promote yearly subscription plans | Recommend bundled services to increase value
2720,3,0.616,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2721,3,0.5536,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2722,1,0.207,Stay connected with loyalty offers
2723,3,0.0115,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2724,2,0.0634,Stay connected with loyalty offers
2725,3,0.0296,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2726,2,0.4615,Provide personalized pricing / bundle offers
2727,2,0.5561,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2728,0,0.7583,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2729,2,0.102,Stay connected with loyalty offers
2730,2,0.0628,Provide personalized pricing / bundle offers
2731,3,0.0942,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2732,3,0.761,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
2733,3,0.2917,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2734,3,0.201,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2735,1,0.2245,Stay connected with loyalty offers
2736,2,0.0565,Provide personalized pricing / bundle offers
2737,0,0.4779,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2738,3,0.24,Stay connected with loyalty offers
2739,3,0.6927,Promote yearly subscription plans
2740,2,0.09,Stay connected with loyalty offers
2741,1,0.6871,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2742,3,0.0534,Recommend bundled services to increase value
2743,1,0.4957,Promote yearly subscription plans
2744,2,0.589,Provide personalized pricing / bundle offers
2745,0,0.2602,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2746,1,0.1657,Stay connected with loyalty offers
2747,2,0.2008,Provide personalized pricing / bundle offers
2748,2,0.474,Provide personalized pricing / bundle offers
2749,0,0.8341,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2750,2,0.5589,Provide personalized pricing / bundle offers
2751,1,0.0594,Stay connected with loyalty offers
2752,2,0.0585,Stay connected with loyalty offers
2753,3,0.4481,Promote yearly subscription plans | Recommend bundled services to increase value
2754,0,0.6296,Promote yearly subscription plans
2755,2,0.1058,Provide personalized pricing / bundle offers
2756,3,0.4172,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2757,3,0.0383,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2758,3,0.7252,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
2759,2,0.4584,Provide personalized pricing / bundle offers
2760,3,0.56,Promote yearly subscription plans | Recommend bundled services to increase value
2761,3,0.0383,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2762,3,0.1742,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2763,3,0.8962,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2764,0,0.2019,Promote yearly subscription plans | Provide onboarding support & welcome discount
2765,1,0.4324,Provide personalized pricing / bundle offers
2766,3,0.7892,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2767,3,0.0045,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2768,3,0.0058,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2769,3,0.1755,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2770,0,0.1364,Promote yearly subscription plans | Promote Online Security + Tech Support package
2771,0,0.4819,Promote yearly subscription plans
2772,3,0.696,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2773,1,0.0401,Stay connected with loyalty offers
2774,3,0.0411,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2775,1,0.2196,Provide personalized pricing / bundle offers
2776,2,0.7226,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2777,2,0.0642,Stay connected with loyalty offers
2778,1,0.2352,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2779,0,0.3276,Promote yearly subscription plans
2780,3,0.0069,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2781,2,0.0774,Provide personalized pricing / bundle offers
2782,2,0.403,Provide personalized pricing / bundle offers
2783,3,0.0905,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2784,0,0.3667,Promote yearly subscription plans | Provide onboarding support & welcome discount
2785,3,0.326,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2786,0,0.5424,Promote yearly subscription plans
2787,3,0.563,Promote yearly subscription plans | Recommend bundled services to increase value
2788,0,0.836,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
2789,2,0.3077,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2790,1,0.0646,Provide personalized pricing / bundle offers
2791,2,0.2492,Provide personalized pricing / bundle offers
2792,3,0.6183,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2793,1,0.1165,Provide personalized pricing / bundle offers
2794,2,0.1059,Provide personalized pricing / bundle offers
2795,3,0.319,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2796,3,0.0243,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2797,3,0.7213,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2798,0,0.8204,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2799,3,0.6211,Promote yearly subscription plans | Recommend bundled services to increase value
2800,2,0.0417,Provide personalized pricing / bundle offers
2801,2,0.0632,Provide personalized pricing / bundle offers
2802,3,0.8796,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2803,2,0.0937,Stay connected with loyalty offers
2804,2,0.0259,Provide personalized pricing / bundle offers
2805,3,0.0078,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2806,1,0.212,Stay connected with loyalty offers
2807,3,0.1436,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2808,1,0.6205,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2809,2,0.0574,Provide personalized pricing / bundle offers
2810,1,0.0323,Stay connected with loyalty offers
2811,2,0.1299,Provide personalized pricing / bundle offers
2812,3,0.0065,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2813,1,0.2139,Stay connected with loyalty offers
2814,3,0.1654,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2815,2,0.181,Provide personalized pricing / bundle offers
2816,3,0.1122,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2817,0,0.8904,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Promote Online Security + Tech Support package
2818,2,0.3832,Provide personalized pricing / bundle offers
2819,3,0.0055,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2820,0,0.3857,Provide onboarding support & welcome discount
2821,2,0.4222,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2822,3,0.0253,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2823,1,0.0816,Stay connected with loyalty offers
2824,2,0.0921,Provide personalized pricing / bundle offers
2825,2,0.0762,Provide personalized pricing / bundle offers
2826,2,0.0491,Provide personalized pricing / bundle offers
2827,2,0.1142,Provide personalized pricing / bundle offers
2828,0,0.5583,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2829,3,0.8533,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2830,0,0.3355,Stay connected with loyalty offers
2831,2,0.2566,Provide personalized pricing / bundle offers
2832,1,0.0389,Stay connected with loyalty offers
2833,2,0.0781,Provide personalized pricing / bundle offers
2834,3,0.0045,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2835,0,0.4896,Promote yearly subscription plans
2836,1,0.1114,Stay connected with loyalty offers
2837,1,0.3318,Stay connected with loyalty offers
2838,1,0.156,Stay connected with loyalty offers
2839,3,0.0065,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2840,3,0.4191,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2841,3,0.5485,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2842,0,0.5987,Promote yearly subscription plans | Provide onboarding support & welcome discount
2843,1,0.0534,Provide personalized pricing / bundle offers
2844,1,0.094,Stay connected with loyalty offers
2845,3,0.454,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2846,3,0.0611,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2847,1,0.179,Stay connected with loyalty offers
2848,1,0.404,Promote yearly subscription plans
2849,3,0.0273,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2850,1,0.1127,Stay connected with loyalty offers
2851,3,0.8323,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2852,3,0.0343,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2853,1,0.1572,Recommend bundled services to increase value
2854,3,0.5977,Promote yearly subscription plans | Recommend bundled services to increase value
2855,3,0.0327,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2856,1,0.0569,Provide onboarding support & welcome discount
2857,3,0.0347,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2858,2,0.2636,Stay connected with loyalty offers
2859,3,0.2796,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2860,2,0.6166,Provide personalized pricing / bundle offers
2861,3,0.045,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2862,0,0.667,Promote yearly subscription plans
2863,1,0.0521,Stay connected with loyalty offers
2864,3,0.1471,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2865,2,0.0723,Stay connected with loyalty offers
2866,3,0.1566,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2867,3,0.4954,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2868,3,0.7942,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2869,2,0.6216,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2870,3,0.5975,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2871,2,0.067,Provide personalized pricing / bundle offers
2872,2,0.0498,Provide personalized pricing / bundle offers
2873,1,0.584,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2874,1,0.1927,Provide personalized pricing / bundle offers
2875,1,0.3504,Promote yearly subscription plans
2876,3,0.0485,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2877,0,0.6179,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2878,3,0.1416,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2879,2,0.0657,Provide personalized pricing / bundle offers
2880,3,0.0081,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2881,2,0.043,Provide personalized pricing / bundle offers
2882,1,0.085,Promote yearly subscription plans
2883,1,0.0393,Stay connected with loyalty offers
2884,2,0.0963,Provide personalized pricing / bundle offers
2885,3,0.828,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2886,3,0.1254,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2887,2,0.1296,Provide personalized pricing / bundle offers
2888,2,0.0704,Provide personalized pricing / bundle offers
2889,3,0.007,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2890,0,0.1953,Promote yearly subscription plans
2891,2,0.0503,Stay connected with loyalty offers
2892,1,0.7838,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2893,3,0.1103,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2894,3,0.5096,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2895,2,0.1809,Provide personalized pricing / bundle offers
2896,0,0.8785,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2897,1,0.6174,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2898,3,0.1111,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2899,3,0.1195,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2900,0,0.7597,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Promote Online Security + Tech Support package
2901,3,0.0471,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2902,3,0.0081,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2903,0,0.0994,Provide onboarding support & welcome discount
2904,2,0.5315,Provide personalized pricing / bundle offers
2905,1,0.2689,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2906,0,0.6728,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2907,2,0.0143,Provide personalized pricing / bundle offers
2908,1,0.6152,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2909,2,0.3297,Provide personalized pricing / bundle offers
2910,1,0.1681,Stay connected with loyalty offers
2911,3,0.4207,Promote yearly subscription plans | Recommend bundled services to increase value
2912,2,0.1477,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2913,3,0.0078,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2914,2,0.7637,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2915,2,0.0383,Provide personalized pricing / bundle offers
2916,3,0.0663,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2917,0,0.7609,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
2918,2,0.3421,Provide personalized pricing / bundle offers
2919,1,0.4802,Promote yearly subscription plans | Recommend bundled services to increase value
2920,3,0.0085,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2921,3,0.1039,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2922,1,0.2559,Stay connected with loyalty offers
2923,3,0.1773,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2924,0,0.4619,Promote yearly subscription plans | Provide onboarding support & welcome discount
2925,2,0.5291,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2926,3,0.4846,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2927,3,0.1739,Recommend bundled services to increase value
2928,3,0.117,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2929,2,0.6209,Provide personalized pricing / bundle offers
2930,2,0.1168,Provide personalized pricing / bundle offers
2931,3,0.7004,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
2932,2,0.0267,Provide personalized pricing / bundle offers
2933,0,0.7632,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2934,3,0.5618,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2935,3,0.2917,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2936,3,0.4099,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2937,3,0.1276,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2938,0,0.4527,Promote yearly subscription plans
2939,0,0.4455,Promote yearly subscription plans
2940,0,0.775,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2941,3,0.0745,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2942,2,0.156,Provide personalized pricing / bundle offers
2943,2,0.6035,Provide personalized pricing / bundle offers
2944,2,0.2922,Provide personalized pricing / bundle offers
2945,0,0.5297,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2946,3,0.1074,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2947,0,0.3808,Promote yearly subscription plans | Provide onboarding support & welcome discount
2948,3,0.5137,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2949,3,0.1923,Promote yearly subscription plans | Recommend bundled services to increase value
2950,0,0.2807,Stay connected with loyalty offers
2951,2,0.4018,Provide personalized pricing / bundle offers
2952,3,0.3242,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2953,0,0.7185,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2954,1,0.2294,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2955,2,0.1983,Provide personalized pricing / bundle offers
2956,3,0.4935,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2957,0,0.4653,Stay connected with loyalty offers
2958,3,0.1473,Recommend bundled services to increase value
2959,2,0.0917,Stay connected with loyalty offers
2960,0,0.8418,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
2961,1,0.152,Stay connected with loyalty offers
2962,2,0.3124,Provide personalized pricing / bundle offers
2963,2,0.6205,Provide personalized pricing / bundle offers
2964,3,0.6338,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
2965,1,0.1118,Stay connected with loyalty offers
2966,1,0.2596,Stay connected with loyalty offers
